"age","job","marital","education","balance","housing","loan","day","month","duration","previous","poutcome","y"
57,"technician","married","secondary",0,"no","no",13,"may",44,0,"unknown","no"
28,"blue-collar","married","secondary",4287,"no","no",30,"apr",171,0,"unknown","no"
25,"admin.","married","secondary",242,"yes","no",30,"jul",62,0,"unknown","no"
38,"blue-collar","married","secondary",171,"yes","yes",20,"may",172,0,"unknown","no"
27,"services","single","secondary",259,"yes","no",23,"may",78,0,"unknown","no"
45,"blue-collar","married","secondary",827,"yes","no",15,"may",319,0,"unknown","no"
31,"services","single","secondary",469,"no","yes",2,"feb",111,0,"unknown","no"
39,"blue-collar","married","primary",2226,"yes","no",6,"may",158,0,"unknown","no"
42,"technician","married","secondary",0,"no","no",29,"aug",82,0,"unknown","no"
46,"management","married","tertiary",477,"yes","no",20,"may",128,0,"unknown","no"
36,"services","married","secondary",42,"yes","no",8,"may",102,0,"unknown","no"
30,"management","single","tertiary",775,"yes","no",16,"jun",124,0,"unknown","no"
32,"blue-collar","married","secondary",9,"yes","no",17,"apr",334,0,"unknown","no"
52,"technician","married","tertiary",2557,"no","no",28,"jan",134,2,"success","yes"
31,"management","married","tertiary",2395,"no","no",27,"apr",218,0,"unknown","no"
60,"management","married","primary",4895,"no","no",9,"jun",313,0,"unknown","no"
35,"blue-collar","single","secondary",376,"yes","yes",6,"may",207,0,"unknown","no"
38,"management","married","tertiary",389,"yes","no",6,"may",262,0,"unknown","no"
46,"management","divorced","tertiary",134,"no","no",19,"aug",134,0,"unknown","no"
45,"entrepreneur","divorced","tertiary",1273,"yes","yes",11,"jun",197,0,"unknown","no"
59,"services","married","secondary",0,"yes","no",12,"may",214,0,"unknown","no"
34,"management","married","tertiary",2892,"yes","yes",30,"jul",1165,0,"unknown","no"
33,"technician","divorced","secondary",0,"yes","no",7,"may",177,0,"unknown","no"
46,"management","single","secondary",295,"yes","no",23,"may",141,0,"unknown","no"
48,"admin.","married","secondary",292,"yes","yes",29,"jul",164,0,"unknown","no"
31,"services","single","secondary",85,"no","no",16,"jul",151,0,"unknown","no"
32,"technician","married","secondary",4,"no","no",4,"feb",145,4,"failure","no"
35,"blue-collar","divorced","primary",-587,"yes","no",26,"may",111,0,"unknown","no"
36,"blue-collar","single","primary",367,"no","no",2,"feb",217,1,"failure","no"
52,"management","married","tertiary",-1224,"yes","no",7,"may",253,0,"unknown","no"
45,"management","divorced","tertiary",959,"no","no",18,"jun",74,0,"unknown","no"
34,"management","married","tertiary",0,"no","no",20,"aug",263,0,"unknown","no"
25,"blue-collar","married","primary",-589,"yes","no",3,"jun",233,0,"unknown","no"
26,"management","single","tertiary",-8,"no","no",13,"aug",402,0,"unknown","no"
57,"management","married","unknown",0,"no","no",30,"sep",585,0,"unknown","no"
48,"management","married","primary",247,"yes","yes",14,"may",145,0,"unknown","no"
48,"technician","married","unknown",5543,"no","no",16,"jun",143,0,"unknown","no"
32,"blue-collar","married","primary",642,"no","yes",8,"jul",524,0,"unknown","no"
58,"retired","married","secondary",11,"no","no",11,"aug",270,0,"unknown","no"
57,"management","married","primary",-226,"yes","no",4,"jun",272,0,"unknown","no"
31,"entrepreneur","married","tertiary",5191,"no","no",20,"nov",187,0,"unknown","no"
33,"blue-collar","single","secondary",-320,"no","no",18,"may",268,0,"unknown","no"
53,"entrepreneur","married","tertiary",2289,"yes","yes",17,"nov",183,0,"unknown","no"
36,"admin.","married","secondary",725,"yes","no",27,"feb",123,8,"failure","no"
32,"technician","single","tertiary",705,"yes","no",20,"apr",20,0,"unknown","no"
45,"blue-collar","married","secondary",776,"yes","no",6,"feb",232,1,"failure","no"
35,"unemployed","married","tertiary",816,"yes","no",19,"nov",547,0,"unknown","no"
41,"services","married","secondary",171,"no","no",21,"jul",71,0,"unknown","no"
54,"services","married","secondary",812,"no","no",31,"jul",113,0,"unknown","no"
49,"services","married","secondary",823,"no","no",8,"aug",780,0,"unknown","yes"
28,"technician","single","secondary",1453,"yes","no",12,"may",246,1,"other","no"
24,"blue-collar","single","unknown",431,"yes","no",3,"jun",108,0,"unknown","no"
30,"admin.","single","secondary",1009,"yes","no",29,"jan",253,0,"unknown","no"
32,"self-employed","married","primary",286,"yes","no",6,"aug",175,0,"unknown","no"
53,"entrepreneur","married","tertiary",22370,"yes","no",15,"may",106,0,"unknown","no"
42,"blue-collar","married","primary",2111,"yes","no",7,"may",86,0,"unknown","no"
48,"blue-collar","married","primary",5366,"yes","no",21,"may",248,0,"unknown","no"
33,"technician","married","secondary",181,"yes","yes",28,"jul",265,0,"unknown","no"
31,"blue-collar","divorced","secondary",-452,"yes","no",26,"may",182,0,"unknown","no"
56,"unemployed","divorced","primary",1770,"no","no",5,"feb",916,0,"unknown","no"
58,"retired","married","primary",0,"no","no",4,"aug",506,0,"unknown","no"
37,"admin.","single","secondary",-296,"yes","no",20,"apr",81,0,"unknown","no"
59,"management","married","primary",2358,"yes","no",17,"apr",30,0,"unknown","no"
50,"management","single","tertiary",1200,"no","no",14,"aug",904,0,"unknown","yes"
39,"housemaid","single","primary",109,"yes","no",6,"may",699,0,"unknown","no"
30,"technician","married","secondary",616,"yes","no",6,"may",19,0,"unknown","no"
47,"services","divorced","secondary",4906,"yes","no",14,"may",389,0,"unknown","no"
44,"self-employed","married","secondary",313,"no","no",6,"aug",211,0,"unknown","no"
38,"blue-collar","married","primary",290,"yes","no",16,"apr",283,0,"unknown","no"
50,"management","married","tertiary",1240,"no","no",12,"aug",474,0,"unknown","no"
27,"admin.","single","tertiary",3672,"yes","no",15,"may",157,5,"failure","no"
73,"retired","married","secondary",19,"no","no",5,"nov",509,0,"unknown","no"
46,"blue-collar","married","primary",143,"yes","no",7,"may",279,0,"unknown","no"
56,"retired","divorced","secondary",212,"no","yes",17,"jul",27,0,"unknown","no"
36,"management","married","tertiary",9,"no","no",11,"aug",386,0,"unknown","yes"
33,"blue-collar","married","primary",3074,"no","no",18,"nov",679,0,"unknown","no"
40,"management","married","tertiary",1734,"yes","no",2,"jun",169,0,"unknown","no"
52,"management","married","tertiary",575,"no","no",3,"jun",315,0,"unknown","no"
51,"blue-collar","married","secondary",397,"yes","no",20,"aug",293,0,"unknown","no"
33,"blue-collar","married","secondary",640,"yes","no",3,"feb",439,0,"unknown","no"
54,"services","married","secondary",158,"yes","no",19,"may",198,0,"unknown","no"
44,"management","married","secondary",2984,"yes","no",15,"may",770,0,"unknown","no"
50,"entrepreneur","married","secondary",1011,"yes","no",30,"jul",340,0,"unknown","no"
45,"blue-collar","single","secondary",0,"yes","no",26,"apr",1472,4,"failure","yes"
36,"management","married","tertiary",1133,"yes","no",4,"aug",293,2,"other","yes"
42,"technician","married","secondary",4945,"yes","no",2,"mar",311,0,"unknown","yes"
37,"technician","married","secondary",712,"yes","no",18,"nov",291,0,"unknown","no"
28,"services","single","secondary",-427,"yes","yes",21,"may",965,0,"unknown","no"
56,"admin.","married","secondary",2146,"no","yes",9,"jun",594,0,"unknown","no"
59,"admin.","married","secondary",92,"yes","no",12,"may",139,1,"failure","no"
32,"unemployed","married","secondary",10,"yes","no",6,"may",501,0,"unknown","no"
57,"retired","married","primary",1238,"yes","no",15,"jul",274,0,"unknown","no"
49,"admin.","single","secondary",981,"yes","no",21,"nov",10,0,"unknown","no"
56,"entrepreneur","married","unknown",575,"no","no",20,"jun",18,0,"unknown","no"
48,"admin.","divorced","unknown",-70,"no","no",14,"may",243,0,"unknown","no"
27,"student","single","tertiary",3733,"yes","no",22,"may",198,6,"success","yes"
31,"management","single","tertiary",574,"yes","no",16,"jul",410,0,"unknown","no"
28,"blue-collar","single","secondary",43,"no","no",19,"may",190,0,"unknown","no"
36,"management","married","tertiary",428,"no","no",28,"may",121,0,"unknown","no"
58,"housemaid","married","primary",0,"yes","no",9,"jul",148,0,"unknown","no"
46,"admin.","married","secondary",0,"yes","yes",20,"apr",239,2,"failure","no"
32,"management","single","tertiary",474,"yes","no",7,"aug",90,0,"unknown","no"
39,"services","married","secondary",-540,"no","no",6,"jun",29,0,"unknown","no"
35,"self-employed","married","tertiary",560,"yes","no",2,"apr",58,1,"failure","no"
31,"management","married","tertiary",325,"yes","no",18,"jul",1139,0,"unknown","yes"
29,"management","single","tertiary",437,"no","no",5,"aug",504,1,"success","yes"
48,"blue-collar","married","primary",574,"no","no",5,"aug",348,0,"unknown","no"
60,"retired","married","primary",0,"no","no",30,"jul",130,0,"unknown","no"
74,"retired","married","secondary",935,"no","no",26,"jan",100,1,"other","no"
30,"services","married","secondary",699,"yes","no",29,"may",544,0,"unknown","no"
52,"admin.","single","primary",0,"no","no",19,"may",182,0,"unknown","no"
24,"blue-collar","married","secondary",-220,"yes","no",2,"apr",90,0,"unknown","no"
29,"services","married","secondary",11417,"yes","no",28,"may",272,0,"unknown","no"
33,"housemaid","married","primary",212,"yes","no",11,"jul",260,0,"unknown","no"
34,"blue-collar","married","secondary",67,"yes","yes",8,"may",672,0,"unknown","no"
45,"admin.","divorced","secondary",0,"no","no",29,"oct",264,0,"unknown","yes"
31,"blue-collar","married","secondary",0,"no","yes",15,"jul",275,0,"unknown","no"
45,"technician","married","secondary",1673,"no","no",23,"oct",76,0,"unknown","no"
27,"services","married","secondary",-1202,"yes","no",4,"jun",749,0,"unknown","no"
30,"management","single","tertiary",4213,"no","no",25,"aug",142,0,"unknown","no"
45,"blue-collar","married","primary",0,"no","no",26,"aug",454,0,"unknown","no"
57,"blue-collar","married","secondary",1521,"yes","yes",18,"may",102,5,"failure","no"
34,"management","married","tertiary",1310,"no","no",30,"jan",521,7,"other","no"
40,"admin.","married","secondary",0,"yes","yes",17,"nov",57,0,"unknown","no"
39,"management","married","tertiary",399,"no","no",9,"apr",504,0,"unknown","no"
46,"technician","married","tertiary",405,"no","no",11,"aug",138,0,"unknown","no"
55,"management","divorced","tertiary",9756,"yes","no",5,"jun",103,1,"other","yes"
25,"management","single","tertiary",2506,"no","no",17,"feb",485,0,"unknown","yes"
34,"management","married","tertiary",697,"no","no",5,"aug",166,0,"unknown","no"
37,"blue-collar","married","primary",403,"yes","no",8,"may",318,1,"success","no"
64,"retired","divorced","tertiary",890,"no","no",3,"jul",531,0,"unknown","no"
45,"technician","divorced","secondary",809,"yes","no",13,"may",155,4,"failure","no"
57,"housemaid","married","secondary",158,"yes","no",10,"jul",73,0,"unknown","no"
21,"student","single","unknown",137,"yes","no",12,"may",198,0,"unknown","no"
58,"housemaid","married","secondary",2705,"no","no",14,"aug",137,0,"unknown","no"
41,"blue-collar","single","secondary",75,"yes","no",1,"jul",479,0,"unknown","yes"
41,"management","married","unknown",2457,"yes","no",9,"may",285,0,"unknown","no"
58,"management","married","tertiary",541,"yes","no",8,"may",98,0,"unknown","no"
33,"management","married","tertiary",287,"yes","no",15,"may",199,3,"other","no"
32,"management","married","tertiary",273,"yes","yes",18,"jul",97,0,"unknown","no"
44,"services","divorced","secondary",0,"yes","no",4,"jun",389,0,"unknown","no"
47,"unknown","married","unknown",677,"no","no",7,"aug",384,4,"success","no"
41,"self-employed","married","primary",340,"no","no",6,"jun",37,0,"unknown","no"
54,"technician","married","tertiary",98,"no","no",8,"aug",420,0,"unknown","no"
47,"technician","divorced","tertiary",477,"yes","no",7,"may",973,1,"failure","no"
32,"management","single","tertiary",2629,"no","no",28,"aug",77,0,"unknown","no"
59,"housemaid","married","tertiary",0,"no","yes",29,"jul",376,0,"unknown","no"
29,"technician","single","tertiary",2325,"no","no",2,"feb",125,0,"unknown","yes"
48,"services","married","secondary",-20,"no","no",20,"aug",142,0,"unknown","no"
32,"technician","single","secondary",230,"yes","no",18,"may",442,8,"failure","yes"
46,"management","divorced","secondary",-852,"no","yes",29,"aug",728,0,"unknown","no"
31,"blue-collar","single","primary",-280,"no","no",21,"may",281,0,"unknown","no"
53,"blue-collar","married","secondary",25,"no","no",22,"aug",528,0,"unknown","yes"
34,"technician","single","tertiary",9851,"yes","no",20,"nov",128,0,"unknown","no"
48,"services","single","unknown",5095,"yes","no",16,"jun",71,0,"unknown","no"
32,"technician","married","secondary",687,"no","no",20,"aug",161,0,"unknown","no"
31,"management","married","secondary",1368,"yes","no",12,"aug",129,0,"unknown","no"
27,"blue-collar","single","primary",-179,"yes","no",15,"may",54,0,"unknown","no"
60,"admin.","married","secondary",-396,"yes","no",11,"may",443,1,"failure","no"
34,"blue-collar","single","tertiary",1011,"yes","no",6,"may",136,0,"unknown","no"
52,"self-employed","married","secondary",9,"no","yes",6,"jun",44,0,"unknown","no"
48,"blue-collar","married","secondary",1159,"yes","yes",15,"may",1181,0,"unknown","no"
45,"technician","married","primary",-322,"no","no",9,"jun",225,0,"unknown","no"
54,"technician","divorced","secondary",1114,"yes","no",30,"jan",81,0,"unknown","no"
52,"services","married","secondary",2072,"no","no",10,"jul",224,0,"unknown","no"
47,"entrepreneur","married","tertiary",459,"yes","no",29,"jul",189,0,"unknown","no"
54,"unknown","married","secondary",1157,"no","no",26,"may",98,0,"unknown","no"
34,"blue-collar","married","secondary",8309,"yes","yes",19,"nov",50,0,"unknown","no"
39,"technician","single","tertiary",1043,"no","no",18,"aug",195,0,"unknown","no"
46,"technician","married","secondary",2098,"no","no",7,"aug",110,0,"unknown","no"
26,"unemployed","single","secondary",461,"no","no",28,"jan",214,0,"unknown","no"
37,"technician","single","secondary",61,"yes","no",19,"may",182,0,"unknown","no"
47,"blue-collar","married","secondary",1203,"yes","no",17,"apr",239,0,"unknown","no"
35,"technician","married","secondary",1067,"no","yes",12,"aug",179,0,"unknown","no"
57,"unemployed","married","primary",0,"no","no",9,"jun",540,0,"unknown","no"
34,"management","married","tertiary",1657,"yes","no",18,"may",566,4,"failure","no"
47,"technician","married","secondary",1219,"no","no",18,"aug",697,0,"unknown","yes"
27,"technician","married","secondary",7,"yes","no",15,"may",98,0,"unknown","no"
40,"blue-collar","married","secondary",-839,"yes","yes",16,"jul",1018,0,"unknown","yes"
39,"technician","married","secondary",994,"no","no",5,"feb",221,1,"failure","no"
36,"entrepreneur","married","tertiary",6,"no","no",30,"oct",246,0,"unknown","no"
42,"technician","single","secondary",0,"no","no",21,"aug",656,0,"unknown","no"
23,"blue-collar","single","primary",8627,"yes","no",3,"jun",281,0,"unknown","no"
34,"management","married","tertiary",133,"yes","no",8,"may",65,0,"unknown","no"
34,"blue-collar","married","secondary",247,"yes","yes",26,"may",193,0,"unknown","no"
49,"services","married","secondary",1114,"no","no",17,"nov",283,0,"unknown","no"
57,"blue-collar","married","primary",1592,"no","yes",20,"jun",78,0,"unknown","no"
59,"retired","married","unknown",0,"no","no",8,"may",425,0,"unknown","no"
57,"admin.","married","tertiary",46,"no","no",7,"aug",238,0,"unknown","no"
34,"blue-collar","married","secondary",1221,"yes","no",6,"may",182,8,"failure","no"
61,"management","married","secondary",985,"no","no",18,"aug",998,0,"unknown","yes"
35,"blue-collar","divorced","secondary",0,"yes","no",8,"may",477,0,"unknown","no"
42,"management","married","tertiary",520,"no","no",4,"nov",158,0,"unknown","no"
57,"services","married","tertiary",10,"no","no",8,"jul",320,0,"unknown","no"
42,"blue-collar","married","secondary",2157,"yes","no",13,"may",149,2,"failure","no"
53,"retired","married","secondary",6095,"yes","yes",14,"may",410,0,"unknown","no"
63,"retired","married","tertiary",133,"yes","no",13,"feb",104,0,"unknown","no"
47,"self-employed","married","secondary",1121,"no","no",20,"jun",454,0,"unknown","no"
54,"services","married","secondary",88,"yes","no",13,"may",190,0,"unknown","no"
45,"admin.","married","secondary",0,"no","no",19,"aug",145,0,"unknown","no"
28,"management","single","tertiary",-328,"yes","no",2,"feb",318,0,"unknown","no"
58,"unemployed","married","secondary",610,"yes","no",29,"jul",246,0,"unknown","no"
48,"management","single","tertiary",414,"no","no",21,"jul",761,0,"unknown","no"
35,"management","divorced","tertiary",0,"yes","no",29,"oct",171,0,"unknown","yes"
37,"self-employed","married","tertiary",0,"no","no",6,"jun",143,0,"unknown","no"
37,"blue-collar","married","secondary",685,"yes","no",6,"jun",968,0,"unknown","no"
37,"management","married","primary",22856,"no","no",2,"jul",154,1,"failure","no"
25,"services","single","secondary",-352,"no","no",15,"jul",246,0,"unknown","no"
58,"blue-collar","married","secondary",602,"yes","no",13,"may",201,0,"unknown","no"
52,"management","married","secondary",-588,"yes","no",22,"jul",81,0,"unknown","no"
19,"student","single","secondary",302,"no","no",16,"jul",205,0,"unknown","yes"
59,"blue-collar","married","secondary",5314,"yes","no",5,"may",200,0,"unknown","no"
41,"technician","married","secondary",64,"yes","yes",8,"may",210,0,"unknown","no"
34,"technician","single","tertiary",632,"no","no",22,"aug",215,0,"unknown","no"
35,"technician","single","secondary",5731,"yes","no",4,"may",164,4,"other","no"
41,"technician","married","secondary",902,"no","no",16,"jun",35,0,"unknown","no"
28,"blue-collar","single","secondary",6307,"yes","no",28,"may",615,0,"unknown","no"
53,"management","divorced","secondary",112,"no","yes",11,"aug",246,0,"unknown","no"
35,"services","married","secondary",0,"no","yes",9,"jul",42,0,"unknown","no"
33,"admin.","single","tertiary",621,"no","no",8,"jul",217,0,"unknown","no"
37,"technician","single","secondary",435,"yes","no",26,"may",210,0,"unknown","no"
32,"technician","married","secondary",782,"yes","no",26,"may",116,0,"unknown","no"
32,"blue-collar","married","secondary",478,"yes","no",3,"jun",200,0,"unknown","no"
54,"services","married","unknown",7864,"yes","no",15,"may",145,0,"unknown","no"
44,"blue-collar","married","secondary",1910,"yes","no",5,"jun",41,0,"unknown","no"
36,"technician","divorced","tertiary",1174,"yes","no",18,"nov",192,0,"unknown","no"
56,"admin.","married","secondary",1270,"yes","no",17,"nov",80,2,"other","no"
30,"management","single","tertiary",18,"no","no",20,"may",121,0,"unknown","no"
36,"blue-collar","married","secondary",141,"yes","no",23,"may",106,0,"unknown","no"
43,"management","married","tertiary",2886,"no","no",20,"nov",230,0,"unknown","no"
40,"technician","married","secondary",2715,"yes","no",29,"may",125,0,"unknown","no"
32,"technician","single","tertiary",1100,"yes","yes",11,"aug",67,0,"unknown","no"
34,"blue-collar","married","secondary",516,"yes","yes",2,"jun",26,0,"unknown","no"
37,"services","married","secondary",1,"no","no",15,"may",395,0,"unknown","no"
28,"admin.","single","secondary",775,"no","no",29,"jan",603,0,"unknown","no"
35,"unknown","married","primary",634,"no","no",7,"jul",185,0,"unknown","no"
53,"blue-collar","single","secondary",5715,"no","no",28,"jan",287,0,"unknown","no"
60,"admin.","married","unknown",1088,"yes","no",26,"may",149,0,"unknown","no"
40,"entrepreneur","married","secondary",1532,"yes","yes",18,"nov",173,0,"unknown","no"
57,"retired","married","primary",75,"no","no",28,"aug",118,0,"unknown","no"
29,"technician","single","secondary",103,"no","no",19,"may",314,0,"unknown","no"
44,"blue-collar","married","primary",134,"yes","no",7,"may",378,0,"unknown","no"
41,"admin.","single","secondary",748,"no","no",21,"nov",94,3,"other","no"
47,"technician","married","secondary",1990,"yes","yes",25,"aug",108,0,"unknown","no"
43,"technician","married","tertiary",192,"no","no",5,"aug",203,0,"unknown","no"
37,"technician","single","secondary",267,"no","no",13,"may",121,0,"unknown","no"
34,"technician","single","tertiary",586,"yes","no",16,"may",489,0,"unknown","no"
30,"blue-collar","single","secondary",648,"yes","yes",8,"may",287,0,"unknown","no"
57,"entrepreneur","divorced","secondary",25,"yes","no",11,"may",652,4,"other","no"
26,"admin.","single","secondary",96,"yes","no",13,"may",612,3,"other","no"
34,"management","married","tertiary",1116,"yes","no",25,"jul",53,0,"unknown","no"
46,"technician","divorced","secondary",-90,"no","yes",17,"oct",270,0,"unknown","yes"
38,"entrepreneur","married","tertiary",170,"yes","no",18,"may",442,0,"unknown","yes"
37,"technician","single","secondary",3665,"no","no",12,"aug",664,0,"unknown","yes"
28,"management","single","tertiary",2380,"no","no",14,"sep",394,0,"unknown","no"
57,"blue-collar","married","primary",179,"no","no",9,"jun",230,0,"unknown","no"
39,"management","married","tertiary",763,"yes","no",11,"may",877,2,"other","yes"
49,"services","married","secondary",320,"no","no",9,"feb",1971,0,"unknown","yes"
38,"technician","married","secondary",1960,"yes","no",21,"aug",161,0,"unknown","no"
27,"blue-collar","married","secondary",818,"yes","no",3,"jun",188,0,"unknown","no"
30,"admin.","married","secondary",2678,"yes","no",18,"may",23,0,"unknown","no"
38,"admin.","married","tertiary",1980,"no","no",5,"aug",176,0,"unknown","no"
36,"management","married","tertiary",1582,"no","no",3,"feb",26,1,"failure","no"
38,"retired","single","unknown",62,"no","no",19,"jun",212,0,"unknown","no"
59,"housemaid","married","primary",235,"no","no",13,"aug",119,0,"unknown","no"
37,"management","married","tertiary",489,"yes","no",7,"aug",205,0,"unknown","no"
29,"self-employed","married","tertiary",3931,"yes","no",3,"jun",73,0,"unknown","no"
43,"blue-collar","married","secondary",699,"yes","yes",20,"nov",1258,2,"other","yes"
33,"technician","married","secondary",58,"yes","no",29,"aug",57,0,"unknown","no"
54,"housemaid","divorced","secondary",1327,"no","no",5,"jun",115,0,"unknown","no"
55,"services","married","secondary",557,"no","no",19,"jun",58,0,"unknown","no"
32,"technician","single","tertiary",741,"yes","no",11,"aug",238,0,"unknown","no"
48,"management","married","primary",3230,"yes","no",20,"nov",207,0,"unknown","no"
33,"management","single","tertiary",1439,"yes","no",3,"jun",178,0,"unknown","no"
46,"admin.","married","secondary",120,"yes","no",14,"may",20,0,"unknown","no"
44,"management","married","tertiary",1058,"no","no",11,"mar",188,0,"unknown","yes"
47,"blue-collar","married","primary",881,"yes","no",14,"may",143,2,"failure","no"
38,"technician","married","secondary",6728,"no","no",25,"nov",232,4,"success","yes"
80,"retired","married","secondary",462,"no","no",7,"dec",127,0,"unknown","no"
40,"self-employed","married","secondary",167,"yes","yes",8,"may",380,1,"failure","no"
43,"entrepreneur","married","tertiary",1574,"yes","no",19,"nov",167,0,"unknown","no"
32,"technician","single","tertiary",1625,"no","no",22,"may",796,1,"failure","yes"
39,"management","married","tertiary",562,"no","no",13,"sep",303,0,"unknown","no"
33,"technician","married","secondary",9305,"yes","no",17,"apr",407,0,"unknown","no"
31,"technician","single","secondary",35,"no","yes",16,"jul",229,0,"unknown","no"
36,"management","single","tertiary",0,"no","no",11,"aug",108,0,"unknown","no"
35,"management","single","tertiary",2486,"yes","no",25,"may",265,0,"unknown","no"
25,"services","single","secondary",368,"no","no",25,"jul",168,0,"unknown","no"
33,"management","single","secondary",1558,"yes","no",17,"apr",97,0,"unknown","no"
23,"blue-collar","single","primary",8627,"yes","no",15,"may",169,1,"failure","no"
31,"management","single","tertiary",2590,"no","no",23,"sep",103,2,"other","no"
36,"management","married","tertiary",0,"yes","yes",3,"jun",599,0,"unknown","no"
44,"technician","single","tertiary",900,"yes","no",29,"jan",322,0,"unknown","no"
31,"management","single","tertiary",385,"yes","no",21,"may",304,0,"unknown","no"
55,"blue-collar","married","primary",1649,"yes","no",12,"may",52,0,"unknown","no"
51,"housemaid","divorced","secondary",9228,"no","no",18,"jul",655,0,"unknown","yes"
36,"admin.","married","secondary",0,"yes","yes",9,"feb",101,0,"unknown","no"
27,"unemployed","single","tertiary",1,"no","no",3,"feb",65,0,"unknown","no"
40,"services","married","secondary",771,"yes","no",15,"may",173,0,"unknown","no"
49,"services","married","secondary",280,"yes","no",14,"jul",162,0,"unknown","no"
59,"retired","married","primary",46,"no","no",14,"aug",78,0,"unknown","no"
32,"management","married","tertiary",2431,"yes","no",14,"may",646,0,"unknown","yes"
42,"retired","single","tertiary",308,"no","no",30,"jan",114,0,"unknown","no"
35,"management","divorced","tertiary",160,"yes","no",4,"jun",141,0,"unknown","no"
29,"blue-collar","single","secondary",555,"yes","no",15,"may",133,0,"unknown","no"
29,"technician","single","secondary",778,"yes","no",6,"jun",1994,0,"unknown","no"
37,"blue-collar","single","secondary",48,"no","no",6,"may",140,0,"unknown","no"
49,"admin.","married","primary",169,"yes","no",15,"may",82,0,"unknown","no"
51,"services","divorced","secondary",12,"yes","no",17,"nov",150,0,"unknown","no"
61,"housemaid","married","primary",848,"no","no",27,"apr",605,1,"other","no"
43,"management","married","secondary",481,"yes","no",18,"nov",164,2,"other","no"
42,"services","married","tertiary",12223,"yes","no",19,"nov",36,0,"unknown","no"
24,"blue-collar","married","secondary",-254,"yes","yes",27,"may",290,0,"unknown","no"
46,"self-employed","married","tertiary",1148,"no","no",29,"jul",104,0,"unknown","no"
23,"admin.","single","secondary",5,"no","no",12,"may",413,0,"unknown","no"
26,"services","single","secondary",50,"yes","no",12,"aug",153,0,"unknown","no"
43,"blue-collar","divorced","primary",92,"yes","no",15,"may",237,0,"unknown","no"
35,"technician","single","tertiary",470,"yes","no",25,"jul",743,0,"unknown","yes"
38,"technician","married","secondary",0,"no","no",28,"aug",82,0,"unknown","no"
56,"unemployed","divorced","primary",109,"no","no",15,"jul",924,0,"unknown","no"
31,"services","married","secondary",440,"yes","no",17,"jun",117,0,"unknown","no"
32,"management","single","tertiary",0,"no","no",5,"feb",550,0,"unknown","yes"
28,"services","single","secondary",2685,"no","yes",24,"aug",5,0,"unknown","no"
26,"admin.","divorced","secondary",-3,"yes","no",13,"may",181,0,"unknown","no"
49,"management","married","tertiary",7007,"no","no",17,"nov",325,0,"unknown","no"
33,"admin.","married","secondary",220,"yes","no",27,"may",345,0,"unknown","no"
80,"retired","married","primary",1548,"no","no",6,"aug",331,0,"unknown","no"
40,"blue-collar","married","secondary",326,"yes","yes",7,"jul",112,0,"unknown","no"
42,"technician","divorced","secondary",0,"yes","no",30,"may",115,0,"unknown","no"
46,"blue-collar","married","secondary",123,"no","no",20,"aug",381,0,"unknown","no"
32,"management","single","tertiary",697,"no","no",7,"aug",119,3,"failure","no"
37,"services","single","tertiary",223,"yes","no",28,"may",25,0,"unknown","no"
32,"student","married","secondary",1694,"yes","no",28,"jan",929,0,"unknown","no"
53,"management","married","tertiary",4446,"yes","no",14,"may",429,0,"unknown","no"
39,"management","married","tertiary",894,"yes","no",20,"apr",491,1,"other","no"
31,"technician","divorced","secondary",202,"yes","no",18,"jul",146,0,"unknown","no"
34,"management","single","tertiary",0,"no","no",21,"aug",191,0,"unknown","no"
44,"technician","married","tertiary",1707,"no","no",8,"aug",406,0,"unknown","no"
35,"technician","married","secondary",13658,"yes","no",9,"dec",220,0,"unknown","no"
39,"admin.","married","secondary",406,"no","no",30,"jul",253,0,"unknown","no"
55,"services","married","secondary",96,"no","no",30,"jul",340,0,"unknown","no"
34,"housemaid","married","secondary",0,"yes","no",30,"oct",154,0,"unknown","yes"
39,"technician","married","tertiary",-276,"no","yes",11,"aug",121,0,"unknown","no"
58,"retired","married","secondary",413,"no","no",27,"aug",104,0,"unknown","no"
37,"blue-collar","married","primary",655,"yes","no",5,"feb",127,4,"failure","no"
56,"retired","divorced","primary",694,"no","no",29,"jan",144,1,"other","yes"
32,"admin.","single","secondary",10218,"yes","no",19,"nov",149,0,"unknown","no"
41,"technician","single","tertiary",1646,"yes","no",4,"feb",261,6,"success","yes"
29,"admin.","single","tertiary",14,"no","no",29,"sep",87,1,"failure","no"
44,"management","married","tertiary",7635,"no","no",21,"aug",719,0,"unknown","no"
24,"blue-collar","married","secondary",9,"yes","no",27,"may",292,0,"unknown","no"
43,"management","single","secondary",1029,"yes","no",2,"jun",145,0,"unknown","no"
26,"admin.","married","tertiary",2855,"no","no",30,"mar",52,0,"unknown","no"
39,"admin.","married","secondary",260,"yes","no",17,"apr",146,1,"failure","no"
49,"blue-collar","married","secondary",2039,"yes","no",6,"may",451,2,"failure","yes"
52,"blue-collar","divorced","primary",-97,"yes","yes",9,"may",167,0,"unknown","no"
33,"blue-collar","married","tertiary",1465,"no","no",19,"aug",98,0,"unknown","no"
30,"blue-collar","married","secondary",125,"yes","no",29,"may",238,0,"unknown","no"
32,"technician","single","tertiary",930,"no","no",27,"aug",85,0,"unknown","no"
27,"management","single","tertiary",0,"yes","no",30,"jan",323,0,"unknown","no"
